agent_id,year,cluster,basin,yearly_decision,fql_raw_skill,fql_action,fql_blocked,wsa_label,aca_label,request,diversion,water_right,curtailment_ratio,drought_index,shortage_tier,lake_mead_level,mead_storage_maf,has_efficient_system,below_minimum_utilisation,utilisation_pct,magnitude_pct,magnitude_fallback,is_exploration,memory
WyUsesOnLittleSnakeR_WYUsesLittleSnakeAgCurr,1,myopic_conservative,upper_basin,increase_demand,increase_demand,3092.3765148528164,False,L,L,18395.74722222222,18395.74722222222,80000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,22.994684027777776,1.0,False,False,FQL_BASELINE
AgAboveRandlette_NonIndian,1,myopic_conservative,upper_basin,maintain_demand,decrease_demand,-9231.454564356143,True,L,L,173725.85586785668,173725.85586785668,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
AgAboveRandlette_AgUteCurr,1,myopic_conservative,upper_basin,maintain_demand,decrease_demand,-8388.790536033734,True,L,L,173725.85586785668,173725.85586785668,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
AgUsesAboveGreenRUt_NonIndian,1,myopic_conservative,upper_basin,maintain_demand,decrease_demand,-15840.578782754923,True,L,L,86862.92793392834,86862.92793392834,200000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
AgUsesAboveGreenRUt_UteIndianCompactGreen,1,myopic_conservative,upper_basin,maintain_demand,decrease_demand,-10162.999228425664,True,L,L,52117.756760357,52117.756760357,120000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
SanRafaelAg_SanRafaelAgricultureCurr,1,aggressive,upper_basin,maintain_demand,decrease_demand,-3964.295482330605,True,L,H,52117.756760357,52117.756760357,120000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
SanRafaelAg_EmeryCountyProject,1,aggressive,upper_basin,maintain_demand,decrease_demand,-5137.156745478879,True,L,H,26058.8783801785,26058.8783801785,60000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
UpalcoUintaBonnUtes_NonIndian,1,aggressive,upper_basin,maintain_demand,decrease_demand,-3168.714374377006,True,L,H,26058.8783801785,26058.8783801785,60000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
UpalcoUintaBonnUtes_NewIndianLandsUte,1,aggressive,upper_basin,maintain_demand,decrease_demand,-1763.7587126595374,True,L,H,17372.585586785666,17372.585586785666,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
UpalcoUintaBonnUtes_UpalcoProjectAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-2370.7785712436057,True,L,H,17372.585586785666,17372.585586785666,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
UtahAgUses_NonIndian,1,aggressive,upper_basin,increase_demand,increase_demand,87.83360563868311,False,L,H,689.7369411456922,689.7369411456922,1400.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,49.26692436754944,13.436020496624247,False,False,FQL_BASELINE
UtahAgUses_UteIndianCompactWhite,1,aggressive,upper_basin,maintain_demand,decrease_demand,-4609.261429064595,True,L,H,26058.8783801785,26058.8783801785,60000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,43.431463966964166,,False,False,FQL_BASELINE
UtahUsesAboveGreenRiverConfluence_UtahAgDNRProjects,1,myopic_conservative,upper_basin,increase_demand,increase_demand,665.0058020956708,False,L,L,5927.374093827788,5927.374093827788,20000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,29.636870469138938,4.018550148592412,False,False,FQL_BASELINE
UtahAgAnticipatedDepletion_UtahAgCurr,1,forward_looking_conservative,upper_basin,maintain_demand,decrease_demand,-16635.01693411279,True,L,M,62700.0,62700.0,200000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,31.35,,False,False,FQL_BASELINE
SanJuanUtahUses_UtahAgricultureCurr,1,forward_looking_conservative,upper_basin,maintain_demand,decrease_demand,-2872.4577581426,True,L,M,12540.0,12540.0,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,31.35,,False,False,FQL_BASELINE
NewMexicoAgricultureArchToFarm_HammondIrrigation,1,aggressive,upper_basin,maintain_demand,decrease_demand,-4497.5845080931,True,L,H,9423.839662447255,9423.839662447255,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.55959915611814,,False,False,FQL_BASELINE
NewMexicoAgricultureArchToFarm_PLNewMexicoAgriculture,1,aggressive,upper_basin,maintain_demand,decrease_demand,-19407.587455218785,True,L,H,47119.19831223629,47119.19831223629,200000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.559599156118143,,False,False,FQL_BASELINE
NewMexicoAgricultureArchToFarm_AnimasLaPlataNMAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-948.1797373515782,True,L,H,1884.7679324894516,1884.7679324894516,8000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.559599156118143,,False,False,FQL_BASELINE
NewMexicoAgFarmToShip_NMHogbackCudei,1,aggressive,upper_basin,maintain_demand,decrease_demand,-2869.5669379835363,True,L,H,14135.759493670888,14135.759493670888,60000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.559599156118146,,False,False,FQL_BASELINE
NewMexicoAgFarmToShip_NMAgFruitland,1,aggressive,upper_basin,maintain_demand,decrease_demand,-2505.1309944961044,True,L,H,9423.839662447255,9423.839662447255,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.55959915611814,,False,False,FQL_BASELINE
NavajoIndianIrrigationProjectNIIPandExports_NIIP,1,aggressive,upper_basin,maintain_demand,decrease_demand,-29536.16222896312,True,L,H,141357.59493670886,141357.59493670886,600000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.559599156118143,,False,False,FQL_BASELINE
AgUsesAboveMaybell_1971CompStudyAgUsesAbvMaybell,1,aggressive,upper_basin,maintain_demand,decrease_demand,-51472.642750192455,True,L,H,103318.91891891892,103318.91891891892,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,25.829729729729728,,False,False,FQL_BASELINE
AgUsesAboveMaybell_StagecoachYamcoloAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-1019.4063780964249,True,L,H,10331.891891891892,10331.891891891892,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,25.829729729729728,,False,False,FQL_BASELINE
AgUsesAboveMaybell_AgMiscellaneous,1,aggressive,upper_basin,maintain_demand,decrease_demand,-20044.266621693987,True,L,H,30995.67567567568,30995.67567567568,120000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,25.829729729729735,,False,False,FQL_BASELINE
ColoradoUsesOnLittleSnakeR_1971CompStudyAgLittleSnakeColo,1,aggressive,upper_basin,maintain_demand,decrease_demand,-5132.554013221756,True,L,H,15497.837837837838,15497.837837837838,60000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,25.829729729729728,,False,False,FQL_BASELINE
ColoradoAg_1971CompStudyAgCo,1,aggressive,upper_basin,maintain_demand,decrease_demand,-9570.42517593704,True,L,H,30995.67567567568,30995.67567567568,120000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,25.829729729729735,,False,False,FQL_BASELINE
AgAndMIAbvGlenwoodSprings_1971CompStudyAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-12192.12183091991,True,L,H,94172.131147541,94172.131147541,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885252,,False,False,FQL_BASELINE
AgAndMIAbvGlenwoodSprings_AgMiscellaneous,1,aggressive,upper_basin,maintain_demand,decrease_demand,-14668.002753548993,True,L,H,47086.065573770495,47086.065573770495,200000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.54303278688525,,False,False,FQL_BASELINE
AgricultureAboveCameo_1971CompStudyAgricultureAbvCameo,1,aggressive,upper_basin,maintain_demand,decrease_demand,-20333.854595829172,True,L,H,141258.19672131148,141258.19672131148,600000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.54303278688525,,False,False,FQL_BASELINE
AgricultureAboveCameo_WestDivideAgriculture,1,aggressive,upper_basin,maintain_demand,decrease_demand,-337.37221445495413,True,L,H,941.7213114754098,941.7213114754098,4000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885245,,False,False,FQL_BASELINE
AgricultureAboveCameo_RifleGapSilt,1,aggressive,upper_basin,maintain_demand,decrease_demand,-460.6430512261176,True,L,H,4708.606557377049,4708.606557377049,20000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885245,,False,False,FQL_BASELINE
PresentLevelUsesAboveBlueMesa_1971CompStudyAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-15949.895125378893,True,L,H,42377.45901639343,42377.45901639343,180000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.54303278688524,,False,False,FQL_BASELINE
PresentLevelUsesAboveBlueMesa_Bostwick,1,aggressive,upper_basin,maintain_demand,decrease_demand,-926.7902349684143,True,L,H,3296.024590163934,3296.024590163934,14000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.54303278688524,,False,False,FQL_BASELINE
TunnelDiversionBelowCrystalForAg_1971CompStudyAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-33701.69597621171,True,L,H,141258.19672131148,141258.19672131148,600000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.54303278688525,,False,False,FQL_BASELINE
AgricultureAndMIAbvGrandJunction_1971CompStudyAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-68243.3838233451,True,L,H,188344.262295082,188344.262295082,800000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885252,,False,False,FQL_BASELINE
AgricultureAndMIAbvGrandJunction_AgMiscellaneous,1,aggressive,upper_basin,maintain_demand,decrease_demand,-20915.64637439009,True,L,H,94172.131147541,94172.131147541,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885252,,False,False,FQL_BASELINE
DallasCreekProjectAg_DallasCreekProjectAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-393.672720038958,True,L,H,4237.745901639344,4237.745901639344,18000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885245,,False,False,FQL_BASELINE
SeniorAgUsesBelowCameo_1971CompStudyAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-28735.9108502163,True,L,H,94172.131147541,94172.131147541,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885252,,False,False,FQL_BASELINE
JuniorAgUsesBelowCameo_JuniorAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-24695.88448081684,True,L,H,141258.19672131148,141258.19672131148,600000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.54303278688525,,False,False,FQL_BASELINE
DoloresAgUsesAbvCisco_ColoradoAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-78565.54434395408,True,L,H,94172.131147541,94172.131147541,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,23.543032786885252,,False,False,FQL_BASELINE
ColoradoNewMexAgAbvArch_CONonIndian,1,aggressive,upper_basin,maintain_demand,decrease_demand,-5505.724891819492,True,L,H,28162.31263383297,28162.31263383297,80000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.202890792291214,,False,False,FQL_BASELINE
ColoradoNewMexAgAbvArch_COSoUte,1,aggressive,upper_basin,maintain_demand,decrease_demand,-2669.10393128797,True,L,H,28162.31263383297,28162.31263383297,80000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.202890792291214,,False,False,FQL_BASELINE
ColoradoAgriculture_AnimasLaPlataAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-441.0444975629511,True,L,H,4224.346895074947,4224.346895074947,12000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.20289079229122,,False,False,FQL_BASELINE
ColoradoAgriculture_AgMiscellaneous,1,aggressive,upper_basin,maintain_demand,decrease_demand,-9914.632973447413,True,L,H,35202.890792291226,35202.890792291226,100000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.20289079229123,,False,False,FQL_BASELINE
ColoradoUsesBelowShiprockNM_PLColoradoAg,1,aggressive,upper_basin,maintain_demand,decrease_demand,-23045.174074787792,True,L,H,70405.78158458245,70405.78158458245,200000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.20289079229123,,False,False,FQL_BASELINE
ColoradoUsesBelowShiprockNM_CoAgUteMtnUte,1,aggressive,upper_basin,maintain_demand,decrease_demand,-1259.4391227409983,True,L,H,6336.520342612419,6336.520342612419,18000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.202890792291214,,False,False,FQL_BASELINE
DoloresProjectImportUses_CoNonIndian,1,aggressive,upper_basin,maintain_demand,decrease_demand,-32256.08201671693,True,L,H,140811.5631691649,140811.5631691649,400000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.20289079229123,,False,False,FQL_BASELINE
DoloresProjectImportUses_UteMtnUteAg,1,aggressive,upper_basin,increase_demand,increase_demand,798.921668636358,False,L,H,15762.948078598094,15762.948078598094,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,39.407370196495236,11.94356289945576,False,False,FQL_BASELINE
DoloresProjectImportUses_UteMtnUteMI,1,aggressive,upper_basin,maintain_demand,decrease_demand,-72.00937484382692,True,L,H,1408.115631691649,1408.115631691649,4000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,35.20289079229123,,False,False,FQL_BASELINE
ArizonaMiscUses_PLArizonaAgriculture,1,aggressive,upper_basin,decrease_demand,decrease_demand,-2021.3845318144301,False,L,H,28669.91769859782,28669.91769859782,40000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,71.67479424649454,5.898007845689246,False,False,FQL_BASELINE
ArizonaMiscUses_PLArizonaAdditionalAg,1,aggressive,upper_basin,decrease_demand,decrease_demand,-1227.6931150528083,False,L,H,12925.495484741985,12925.495484741985,18000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,71.80830824856659,5.71594329740921,False,False,FQL_BASELINE
ArizonaMiscUses_UnidentifiedUse,1,aggressive,upper_basin,decrease_demand,decrease_demand,-1129.9927224337841,False,L,H,14466.666666666666,14466.666666666666,20000.0,0.0,0.20199271208724207,0,1090.724664264165,12.257973141133213,False,False,72.33333333333333,5.0,False,False,FQL_BASELINE
MohaveValleyIDD,2,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-3671.453025532312,True,VL,M,24203.64160600911,24203.64160600911,50000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,48.40728321201822,,False,False,FQL_BASELINE
Fort Mohave Ind Res AZ,2,forward_looking_conservative,lower_basin,increase_demand,increase_demand,7169.282408593841,False,VL,M,91897.81424819723,91897.81424819723,105000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,87.52172785542594,8.822921732803927,False,False,FQL_BASELINE
Fort Mohave Ind Res CA,2,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-3057.034561777164,True,VL,M,13619.80714211736,13619.80714211736,44000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,30.954107141175818,,False,False,FQL_BASELINE
CRIR AZ,2,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-55036.240830838186,False,VL,M,522280.33431836823,522280.33431836823,880000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,59.350037990723656,5.061974933892415,False,False,FQL_BASELINE
CRIR CA,2,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-1784.6414858934247,True,VL,M,1784.6414858934247,1784.6414858934247,40000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,True,4.461603714733562,,False,False,FQL_BASELINE
NorthGilaValleyIDD,2,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-4704.598449578862,False,VL,M,36095.93165958816,36095.93165958816,68000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,53.08225244057082,4.807243840314658,False,False,FQL_BASELINE
YumaCountyWUA,2,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-64195.17738898174,False,VL,M,275851.2175889229,275851.2175889229,580000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,47.56055475671084,11.70394700247964,False,False,FQL_BASELINE
UnitBIDD,2,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-5952.2480987657145,True,VL,M,22394.518322916592,22394.518322916592,58000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,38.61123848778723,,False,False,FQL_BASELINE
CocopahIndRes,2,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-519.4357046977425,True,VL,M,519.4357046977425,519.4357046977425,14000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,True,3.7102550335553035,,False,False,FQL_BASELINE
GilaMonsterFarms,2,myopic_conservative,lower_basin,increase_demand,increase_demand,342.8420223165637,False,VL,L,7857.995432153963,7857.995432153963,17400.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,45.16089328824117,4.942579790781963,False,False,FQL_BASELINE
Powers,2,myopic_conservative,lower_basin,maintain_demand,decrease_demand,-111.67674225786992,True,VL,L,234.65,234.65,2950.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,True,7.954237288135594,,False,False,FQL_BASELINE
FtYumaReservation,2,forward_looking_conservative,lower_basin,increase_demand,increase_demand,118.7529999492515,False,VL,M,1582.1649661702745,1582.1649661702745,2400.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,65.92354025709477,5.784608673002049,False,False,FQL_BASELINE
YumaIrrDist,2,forward_looking_conservative,lower_basin,increase_demand,increase_demand,5341.659866215401,False,VL,M,64129.574882309455,64129.574882309455,86000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,74.56927311896449,9.421745049196938,False,False,FQL_BASELINE
YumaMesaIDD,2,forward_looking_conservative,lower_basin,increase_demand,increase_demand,14640.178340808741,False,VL,M,231889.37364034998,231889.37364034998,360000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,64.41371490009722,8.50806207433401,False,False,FQL_BASELINE
WelltonMohawkIDD,2,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-48689.81436061522,False,VL,M,359478.06009691913,359478.06009691913,490000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,73.36286940753452,0.5,False,True,FQL_BASELINE
CibolaValleyIDD,2,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-4748.110033050358,True,VL,M,7058.291421887559,7058.291421887559,46000.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,15.344111786712086,,False,False,FQL_BASELINE
HopiTribe,2,forward_looking_conservative,lower_basin,increase_demand,increase_demand,287.5936507933793,False,VL,M,4430.235218044085,4430.235218044085,5900.0,0.0,0.19500520216565254,0,1095.4793877728537,12.638351021828289,False,False,75.08873250922178,3.6319141505930874,False,False,FQL_BASELINE
