agent_id,year,cluster,basin,yearly_decision,fql_raw_skill,fql_action,fql_blocked,wsa_label,aca_label,request,diversion,water_right,curtailment_ratio,drought_index,shortage_tier,lake_mead_level,mead_storage_maf,has_efficient_system,below_minimum_utilisation,utilisation_pct,magnitude_pct,magnitude_fallback,is_exploration,memory
MohaveValleyIDD,1,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-5310.186335327552,False,VL,M,24706.011575475917,24706.011575475917,50000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,49.41202315095183,8.480258333292262,False,False,FQL_BASELINE
Fort Mohave Ind Res AZ,1,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-4822.626646553661,False,VL,M,82457.98536204622,82457.98536204622,105000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,78.53141463052022,9.972731807303907,False,False,FQL_BASELINE
Fort Mohave Ind Res CA,1,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-2141.8262754282505,True,VL,M,13656.247758369822,13656.247758369822,44000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,31.036926723567777,,False,False,FQL_BASELINE
CRIR AZ,1,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-51614.334945162664,False,VL,M,533592.094854374,533592.094854374,880000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,60.63546532436067,6.362488248837809,False,False,FQL_BASELINE
CRIR CA,1,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-1470.6055515760684,True,VL,M,1719.8676001700665,1719.8676001700665,40000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,True,4.299669000425165,,False,False,FQL_BASELINE
NorthGilaValleyIDD,1,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-2232.000488170112,False,VL,M,37344.19141238194,37344.19141238194,68000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,54.9179285476205,8.628506688579805,False,False,FQL_BASELINE
YumaCountyWUA,1,forward_looking_conservative,lower_basin,decrease_demand,decrease_demand,-27648.17407465997,False,VL,M,292299.5183239887,292299.5183239887,580000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,50.39646867654978,9.981704596497224,False,False,FQL_BASELINE
UnitBIDD,1,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-3078.7421176388452,True,VL,M,22605.51143021284,22605.51143021284,58000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,38.97501970726351,,False,False,FQL_BASELINE
CocopahIndRes,1,forward_looking_conservative,lower_basin,maintain_demand,decrease_demand,-521.500639196663,True,VL,M,521.500639196663,521.500639196663,14000.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,True,3.72500456569045,,False,False,FQL_BASELINE
GilaMonsterFarms,1,myopic_conservative,lower_basin,maintain_demand,decrease_demand,-228.6438276330726,True,VL,L,7487.9,7487.9,17400.0,0.0,0.1716887610827616,0,1110.1191929070326,13.910727361632926,False,False,43.03390804597701,,False,False,FQL_BASELINE
